time_casa;time_visitante;total_gols_casa;total_gols_visitante;total_gols_jogo;total_escanteios_casa;total_escanteios_visitante;total_cartoes_amarelos_casa;total_cartoes_vermelhos_casa;total_cartoes_amarelos_visitante;total_cartoes_vermelhos_visitante;chutes_casa;chutes_visitanes;chutes_no_gol_casa;chutes_no_gol_visitante;chutes_fora_do_gol_casa;chutes_fora_do_gol_visitante;faltas_time_casa;faltas_time_visitante;posse_de_bola_casa;posse_de_bola_visitante;liga;qtd_torcedores;mes;dia;ano;key_home;key_away
novaiguaçu;audaxrio;2;1;3;1;6;-1;-1;-1;-1;5;12;4;6;1;6;-1;-1;40;60;brazilcarioca;;3;23;2022;novaiguaçu_bra;audaxrio_bra
portuguesarj;resende;2;2;4;6;7;-1;-1;-1;-1;21;20;8;9;13;11;-1;-1;48;52;brazilcarioca;;3;24;2022;portuguesarj_bra;resende_bra
resende;novaiguaçu;1;1;2;3;2;-1;-1;-1;-1;8;8;2;4;6;4;-1;-1;47;53;brazilcarioca;;3;27;2022;resende_bra;novaiguaçu_bra
fluminense;botafogo;1;2;3;2;2;-1;-1;-1;-1;15;12;4;5;11;7;-1;-1;51;49;brazilcopa;;3;27;2022;fluminense_bra;botafogo_bra
novaiguaçu;resende;0;0;0;6;3;-1;-1;-1;-1;12;5;3;2;9;3;-1;-1;51;49;brazilcarioca;;3;30;2022;novaiguaçu_bra;resende_bra
flamengo;fluminense;0;2;2;10;2;-1;-1;-1;-1;9;6;2;4;7;2;-1;-1;56;44;southamerica;;3;31;2022;flamengo_bra;fluminense_bra
fluminense;flamengo;1;1;2;6;6;-1;-1;-1;-1;10;17;3;3;7;14;-1;-1;47;53;brazilcopa;;4;2;2022;fluminense_bra;flamengo_bra
realnoroeste;riobranco;1;1;2;-1;-1;3;2;5;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;450;2;19;2014;realnoroeste_bra;riobranco_bra
riobranco;realnoroeste;1;0;1;-1;-1;2;0;5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;1479;2;27;2014;riobranco_bra;realnoroeste_bra
vilhena;palmeiras;0;1;1;6;7;6;0;2;0;13;8;5;2;8;6;25;17;42;58;brazilcopa;4482;3;12;2014;vilhena_bra;palmeiras_bra
desportivaes;abc;1;0;1;-1;-1;0;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1078;3;12;2014;desportivaes_bra;abc_bra
sergipe;nautico;1;0;1;-1;-1;2;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;1045;3;12;2014;sergipe_bra;nautico_bra
tombense;treze;1;1;2;-1;-1;1;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilmineiro;716;3;12;2014;tombense_bra;treze_bra
flamengopi;atleticogo;0;1;1;-1;-1;0;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1623;3;12;2014;flamengopi_bra;atleticogo_bra
goianesia;gremiobarueri;2;2;4;-1;-1;1;0;5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1133;3;12;2014;goianesia_bra;gremiobarueri_bra
interporto;sampaiocorrea;2;2;4;-1;-1;1;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;932;3;12;2014;interporto_bra;sampaiocorrea_bra
juazeiroba;tupi;0;2;2;-1;-1;0;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;318;3;12;2014;juazeiroba_bra;tupi_bra
saoluiz;nacionalam;2;2;4;-1;-1;2;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;692;3;12;2014;saoluiz_bra;nacionalam_bra
nauticorr;pontepreta;1;4;5;-1;-1;2;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;324;3;13;2014;nauticorr_bra;pontepreta_bra
csa;saopaulo;0;1;1;1;4;1;0;1;0;13;13;3;7;10;6;21;17;41;59;brazilcopa;17008;3;13;2014;csa_bra;saopaulo_bra
remo;internacional;1;6;7;5;5;4;0;1;0;7;7;5;3;2;4;16;20;41;59;brazilserie;6474;3;13;2014;remo_bra;internacional_bra
rondonopolis;crb;2;2;4;-1;-1;5;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;313;3;14;2014;rondonopolis_bra;crb_bra
cene;coritiba;2;2;4;4;6;2;0;1;0;9;18;6;4;3;14;17;11;45;55;brazilcopa;1043;3;14;2014;cene_bra;coritiba_bra
londrina;criciuma;2;0;2;-1;-1;4;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;4701;3;19;2014;londrina_bra;criciuma_bra
jmalucelli;vitoria;1;1;2;2;7;0;0;1;0;13;9;5;7;8;2;16;18;48;52;brazilcopa;245;3;19;2014;jmalucelli_bra;vitoria_bra
bahiadefeira;corinthians;0;2;2;1;5;3;0;1;0;7;10;2;5;5;5;20;19;45;55;brazilcopa;3653;3;20;2014;bahiadefeira_bra;corinthians_bra
villanova;bahia;1;1;2;4;5;5;0;1;0;10;13;6;5;4;8;23;13;43;57;brazilmineiro;990;3;20;2014;villanova_bra;bahia_bra
saobernardo;parana;1;1;2;6;4;2;0;1;0;12;6;6;2;6;4;15;19;49;51;brazilserie;7684;3;20;2014;saobernardo_bra;parana_bra
horizonte;fluminense;3;1;4;2;5;1;0;0;0;10;12;2;4;8;8;14;12;49;51;brazilcopa;4040;3;21;2014;horizonte_bra;fluminense_bra
santarita;guarani;0;0;0;-1;-1;2;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;603;4;2;2014;santarita_bra;guarani_bra
boavista;americarn;1;2;3;-1;-1;3;0;2;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcarioca;288;4;2;2014;boavista_bra;americarn_bra
potiguarmossoro;portuguesa;1;0;1;-1;-1;2;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1351;4;2;2014;potiguarmossoro_bra;portuguesa_bra
botafogopb;goias;2;0;2;5;3;3;1;5;0;8;15;4;6;4;9;23;26;45;55;brazilcopa;9562;4;2;2014;botafogopb_bra;goias_bra
abc;desportivaes;4;1;5;-1;-1;1;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;2423;4;2;2014;abc_bra;desportivaes_bra
santosap;americamineiro;0;3;3;-1;-1;3;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;938;4;2;2014;santosap_bra;americamineiro_bra
lajeadense;bragantino;0;0;0;9;5;2;0;2;1;3;2;0;0;3;2;16;16;54;46;brazilcopa;558;4;2;2014;lajeadense_bra;bragantino_bra
maranhao;paysandu;2;2;4;-1;-1;3;0;6;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1173;4;2;2014;maranhao_bra;paysandu_bra
caldense;duquedecaxias;2;0;2;-1;-1;4;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilmineiro;898;4;2;2014;caldense_bra;duquedecaxias_bra
barbalha;cuiaba;0;0;0;-1;-1;1;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;878;4;2;2014;barbalha_bra;cuiaba_bra
placidodecastro;figueirense;0;0;0;-1;-1;3;0;3;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;642;4;3;2014;placidodecastro_bra;figueirense_bra
naviraiense;avai;1;4;5;-1;-1;2;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;697;4;3;2014;naviraiense_bra;avai_bra
palmeiras;vilhena;2;0;2;4;5;3;0;5;0;14;10;8;3;6;7;26;22;63;37;southamerica;4430;4;3;2014;palmeiras_bra;vilhena_bra
mixto;santos;0;0;0;4;15;2;0;4;0;2;14;0;5;2;9;19;23;38;62;brazilcopa;17000;4;3;2014;mixto_bra;santos_bra
paragominas;asa;0;4;4;-1;-1;2;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;940;4;3;2014;paragominas_bra;asa_bra
resende;vascodagama;0;0;0;2;13;5;0;2;0;10;24;4;7;6;17;24;13;39;61;brazilcarioca;40189;4;3;2014;resende_bra;vascodagama_bra
riobranco;chapecoense;0;2;2;-1;-1;1;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;2096;4;9;2014;riobranco_bra;chapecoense_bra
guarani;santarita;1;2;3;9;3;3;0;2;0;19;14;10;4;9;10;18;19;55;45;southamerica;457;4;9;2014;guarani_bra;santarita_bra
nautico;sergipe;1;0;1;10;2;2;0;6;0;20;6;5;3;15;3;15;20;65;35;europeuefa;1497;4;9;2014;nautico_bra;sergipe_bra
portuguesa;potiguarmossoro;2;1;3;8;1;3;1;3;1;14;6;6;3;8;3;27;22;59;41;brazilserie;1132;4;9;2014;portuguesa_bra;potiguarmossoro_bra
novohamburgo;joinville;1;0;1;8;2;2;1;4;0;5;8;2;4;3;4;29;21;49;51;brazilcopa;246;4;9;2014;novohamburgo_bra;joinville_bra
treze;tombense;2;1;3;-1;-1;5;1;4;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;3610;4;9;2014;treze_bra;tombense_bra
atleticogo;flamengopi;2;2;4;-1;-1;2;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;southamerica;497;4;9;2014;atleticogo_bra;flamengopi_bra
gremiobarueri;goianesia;0;0;0;0;3;3;1;1;0;3;2;2;2;1;0;10;4;50;50;brazilcopa;1024;4;9;2014;gremiobarueri_bra;goianesia_bra
sampaiocorrea;interporto;3;1;4;-1;-1;1;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;4048;4;9;2014;sampaiocorrea_bra;interporto_bra
crb;rondonopolis;2;0;2;-1;-1;2;0;7;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;4523;4;9;2014;crb_bra;rondonopolis_bra
bragantino;lajeadense;1;0;1;4;11;2;0;1;0;8;5;0;3;8;2;16;21;57;43;brazilpaulista;678;4;9;2014;bragantino_bra;lajeadense_bra
figueirense;placidodecastro;3;1;4;11;1;1;0;5;1;14;4;7;0;7;4;13;13;60;40;southamerica;4411;4;9;2014;figueirense_bra;placidodecastro_bra
lagarto;santacruz;0;1;1;-1;-1;1;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;142;4;9;2014;lagarto_bra;santacruz_bra
nacionalam;saoluiz;2;1;3;-1;-1;1;0;3;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;3183;4;10;2014;nacionalam_bra;saoluiz_bra
saopaulo;csa;3;0;3;10;4;1;0;3;0;13;5;6;3;7;2;8;14;67;33;brazilpaulista;28742;4;10;2014;saopaulo_bra;csa_bra
criciuma;londrina;2;1;3;-1;-1;2;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;8381;4;10;2014;criciuma_bra;londrina_bra
parana;saobernardo;3;1;4;7;4;4;0;3;1;6;12;4;2;2;10;21;14;47;53;brazilcopa;2493;4;10;2014;parana_bra;saobernardo_bra
fluminense;horizonte;5;0;5;7;3;3;1;3;1;19;8;8;5;11;3;20;13;60;40;brazilcopa;26257;4;10;2014;fluminense_bra;horizonte_bra
coritiba;cene;2;0;2;4;0;1;0;2;0;8;5;3;3;5;2;19;16;63;37;brazilcopa;8563;4;16;2014;coritiba_bra;cene_bra
paysandu;maranhao;2;1;3;5;1;4;0;5;0;9;2;5;0;4;2;25;20;59;41;brazilcopa;5541;4;16;2014;paysandu_bra;maranhao_bra
duquedecaxias;caldense;2;2;4;-1;-1;4;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;550;4;16;2014;duquedecaxias_bra;caldense_bra
cuiaba;barbalha;2;0;2;-1;-1;1;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;323;4;17;2014;cuiaba_bra;barbalha_bra
princesasolimoes;brasiliense;3;1;4;-1;-1;2;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;890;4;17;2014;princesasolimoes_bra;brasiliense_bra
goias;botafogopb;0;0;0;14;3;5;1;1;0;13;9;5;2;8;7;19;14;64;36;brazilcopa;1118;4;17;2014;goias_bra;botafogopb_bra
santos;mixto;3;0;3;10;2;2;0;6;0;14;6;5;3;9;3;22;26;69;31;brazilcopa;2321;4;17;2014;santos_bra;mixto_bra
vascodagama;resende;1;0;1;7;2;3;0;8;0;17;6;3;3;14;3;15;19;52;48;brazilcarioca;9030;4;17;2014;vascodagama_bra;resende_bra
joinville;novohamburgo;2;2;4;9;2;2;0;2;1;12;5;2;2;10;3;13;20;71;29;brazilserie;4717;4;22;2014;joinville_bra;novohamburgo_bra
parana;pontepreta;1;1;2;9;1;0;0;2;0;14;5;7;3;7;2;18;25;51;49;brazilcopa;3169;4;22;2014;parana_bra;pontepreta_bra
americarn;boavista;2;0;2;3;6;1;0;2;0;12;6;7;3;5;3;20;14;56;44;brazilcopa;3951;4;23;2014;americarn_bra;boavista_bra
brasiliense;princesasolimoes;4;2;6;-1;-1;2;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;659;4;23;2014;brasiliense_bra;princesasolimoes_bra
tupi;fluminense;0;3;3;-1;-1;1;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;9350;4;24;2014;tupi_bra;fluminense_bra
crb;saopaulo;2;1;3;4;0;1;0;3;1;5;7;2;2;3;5;21;16;37;63;brazilserie;17009;4;24;2014;crb_bra;saopaulo_bra
santarita;potiguarmossoro;2;0;2;-1;-1;1;1;5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;240;4;24;2014;santarita_bra;potiguarmossoro_bra
vitoria;jmalucelli;1;1;2;5;6;0;0;1;0;15;11;7;4;8;7;4;12;55;45;southamerica;5395;4;24;2014;vitoria_bra;jmalucelli_bra
bahia;villanova;2;0;2;0;4;1;0;1;0;6;8;2;5;4;3;21;29;51;49;southamerica;4948;4;30;2014;bahia_bra;villanova_bra
caldense;coritiba;0;2;2;-1;-1;1;0;3;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilmineiro;2075;4;30;2014;caldense_bra;coritiba_bra
parnahyba;ceara;0;1;1;-1;-1;3;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;2378;5;1;2014;parnahyba_bra;ceara_bra
treze;vascodagama;1;2;3;-1;-1;2;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;3172;5;1;2014;treze_bra;vascodagama_bra
nacionalam;corinthians;0;3;3;6;5;1;0;2;0;14;9;8;4;6;5;11;19;43;57;brazilcopa;35773;5;1;2014;nacionalam_bra;corinthians_bra
novohamburgo;jmalucelli;1;0;1;8;1;2;1;4;2;11;6;3;3;8;3;24;22;55;45;brazilcopa;370;5;1;2014;novohamburgo_bra;jmalucelli_bra
potiguarmossoro;santarita;2;5;7;-1;-1;2;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1519;5;1;2014;potiguarmossoro_bra;santarita_bra
cuiaba;internacional;1;1;2;-1;-1;1;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;15622;5;1;2014;cuiaba_bra;internacional_bra
brasilia;sportrecife;1;3;4;5;7;2;1;4;0;15;10;6;5;9;5;9;11;46;54;brazilcopa;22095;5;2;2014;brasilia_bra;sportrecife_bra
londrina;gremiobarueri;0;0;0;-1;-1;1;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;4135;5;2;2014;londrina_bra;gremiobarueri_bra
pontepreta;parana;1;1;2;6;4;1;0;5;0;15;7;3;2;12;5;22;23;55;45;brazilcopa;3260;5;7;2014;pontepreta_bra;parana_bra
americarn;nautico;3;0;3;1;3;1;0;2;0;11;13;4;3;7;10;30;17;48;52;brazilcopa;4162;5;7;2014;americarn_bra;nautico_bra
jmalucelli;novohamburgo;0;2;2;7;6;4;0;4;0;14;14;5;6;9;8;11;22;70;30;brazilcopa;483;5;7;2014;jmalucelli_bra;novohamburgo_bra
asa;avai;3;2;5;-1;-1;1;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;2228;5;7;2014;asa_bra;avai_bra
bragantino;figueirense;2;1;3;2;8;3;0;5;0;8;12;5;6;3;6;23;18;43;57;brazilpaulista;979;5;7;2014;bragantino_bra;figueirense_bra
ceara;parnahyba;4;1;5;-1;-1;0;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;southamerica;5489;5;7;2014;ceara_bra;parnahyba_bra
abc;atleticogo;1;1;2;8;6;3;0;2;0;8;10;0;6;8;4;16;21;49;51;brazilcopa;2562;5;7;2014;abc_bra;atleticogo_bra
santacruz;lagarto;3;1;4;3;7;2;0;5;0;14;6;7;2;7;4;27;18;52;48;brazilcopa;;5;8;2014;santacruz_bra;lagarto_bra
saopaulo;crb;3;0;3;2;2;1;0;3;0;10;5;6;2;4;3;17;20;51;49;brazilpaulista;20853;5;8;2014;saopaulo_bra;crb_bra
vascodagama;treze;1;1;2;6;2;3;0;3;1;15;5;8;4;7;1;22;26;57;43;brazilcarioca;8623;5;8;2014;vascodagama_bra;treze_bra
americamineiro;bahia;0;0;0;-1;-1;1;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;986;5;8;2014;americamineiro_bra;bahia_bra
sampaiocorrea;palmeiras;2;1;3;-1;-1;3;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;22759;5;8;2014;sampaiocorrea_bra;palmeiras_bra
gremiobarueri;londrina;3;3;6;12;3;3;0;2;0;12;9;3;5;9;4;18;11;53;47;brazilcopa;1280;5;8;2014;gremiobarueri_bra;londrina_bra
princesasolimoes;santos;1;2;3;-1;-1;4;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;19475;5;9;2014;princesasolimoes_bra;santos_bra
nautico;americarn;2;0;2;7;2;1;0;4;0;17;8;7;0;10;8;16;35;59;41;europeuefa;354;5;13;2014;nautico_bra;americarn_bra
avai;asa;2;1;3;5;3;4;0;3;0;14;6;11;0;3;6;17;16;56;44;brazilcopa;3628;5;13;2014;avai_bra;asa_bra
bahia;americamineiro;2;1;3;5;4;4;0;2;0;8;12;5;8;3;4;12;14;54;46;southamerica;8149;5;14;2014;bahia_bra;americamineiro_bra
chapecoense;ceara;1;2;3;6;12;3;0;3;0;7;6;2;2;5;4;18;15;49;51;brazilserie;8493;5;14;2014;chapecoense_bra;ceara_bra
atleticogo;abc;1;2;3;7;4;2;0;2;0;12;10;5;7;7;3;18;12;54;46;southamerica;1173;5;14;2014;atleticogo_bra;abc_bra
internacional;cuiaba;4;1;5;10;7;1;0;1;0;18;10;5;4;13;6;10;11;57;43;southamerica;21821;5;15;2014;internacional_bra;cuiaba_bra
palmeiras;sampaiocorrea;3;0;3;11;3;3;0;3;0;21;11;7;6;14;5;19;22;61;39;southamerica;7958;5;15;2014;palmeiras_bra;sampaiocorrea_bra
botafogopb;santacruz;1;1;2;-1;-1;1;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;4456;5;15;2014;botafogopb_bra;santacruz_bra
paysandu;sportrecife;2;1;3;3;6;4;0;2;0;10;10;6;6;4;4;21;26;53;47;brazilcopa;4247;5;15;2014;paysandu_bra;sportrecife_bra
santos;princesasolimoes;4;2;6;8;3;1;0;2;0;12;6;7;2;5;4;24;14;54;46;brazilcopa;3781;5;16;2014;santos_bra;princesasolimoes_bra
figueirense;bragantino;2;1;3;13;1;2;0;3;0;9;6;6;2;3;4;18;25;61;39;southamerica;3785;7;22;2014;figueirense_bra;bragantino_bra
ceara;chapecoense;1;1;2;0;6;2;0;1;0;6;11;2;3;4;8;18;10;38;62;southamerica;11577;7;23;2014;ceara_bra;chapecoense_bra
abc;novohamburgo;1;0;1;8;6;1;0;5;1;9;7;3;4;6;3;12;19;57;43;brazilcopa;2973;7;23;2014;abc_bra;novohamburgo_bra
avai;palmeiras;0;2;2;5;4;3;0;4;0;14;5;7;4;7;1;15;21;46;54;brazilcopa;8202;7;23;2014;avai_bra;palmeiras_bra
santacruz;botafogopb;2;1;3;4;5;3;0;3;0;8;6;2;2;6;4;23;13;48;52;brazilcopa;;7;24;2014;santacruz_bra;botafogopb_bra
pontepreta;vascodagama;0;2;2;6;3;3;0;0;0;11;7;3;4;8;3;14;22;50;50;brazilcopa;3594;7;24;2014;pontepreta_bra;vascodagama_bra
corinthians;bahia;3;0;3;6;4;2;0;5;0;13;7;4;3;9;4;16;14;51;49;brazilcopa;24252;7;24;2014;corinthians_bra;bahia_bra
sportrecife;paysandu;3;2;5;8;8;1;0;2;0;10;8;5;4;5;4;18;17;51;49;brazilcopa;844;7;24;2014;sportrecife_bra;paysandu_bra
novohamburgo;abc;2;0;2;4;3;2;0;2;0;6;11;2;8;4;3;14;25;53;47;brazilcopa;539;7;30;2014;novohamburgo_bra;abc_bra
vascodagama;pontepreta;2;1;3;5;1;1;0;4;0;14;10;9;3;5;7;12;13;64;36;brazilcarioca;7734;7;31;2014;vascodagama_bra;pontepreta_bra
bragantino;saopaulo;1;2;3;1;7;5;0;2;0;8;10;5;3;3;7;14;11;34;66;brazilpaulista;11054;7;31;2014;bragantino_bra;saopaulo_bra
internacional;ceara;1;2;3;8;4;2;0;2;0;10;6;4;3;6;3;10;20;65;35;southamerica;18523;7;31;2014;internacional_bra;ceara_bra
coritiba;paysandu;2;0;2;4;3;1;0;2;0;9;9;3;5;6;4;18;26;62;38;brazilcopa;8091;8;1;2014;coritiba_bra;paysandu_bra
londrina;santos;2;1;3;3;2;6;0;3;0;4;3;2;0;2;3;15;17;43;57;brazilcopa;14334;8;1;2014;londrina_bra;santos_bra
palmeiras;avai;1;0;1;4;4;1;0;1;0;18;8;10;4;8;4;19;25;61;39;southamerica;6576;8;6;2014;palmeiras_bra;avai_bra
bahia;corinthians;1;0;1;4;6;1;0;1;0;13;9;9;6;4;3;16;19;51;49;southamerica;5722;8;7;2014;bahia_bra;corinthians_bra
americarn;fluminense;0;3;3;3;3;3;0;2;0;17;6;5;3;12;3;16;8;51;49;brazilcopa;25502;8;7;2014;americarn_bra;fluminense_bra
santarita;santacruz;3;2;5;-1;-1;2;0;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;298;8;7;2014;santarita_bra;santacruz_bra
saopaulo;bragantino;1;3;4;7;8;2;0;3;0;7;9;4;2;3;7;24;12;55;45;brazilpaulista;7508;8;14;2014;saopaulo_bra;bragantino_bra
ceara;internacional;3;1;4;2;5;2;0;2;0;11;9;8;3;3;6;20;17;45;55;southamerica;46859;8;14;2014;ceara_bra;internacional_bra
paysandu;coritiba;2;1;3;-1;-1;3;0;5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;1475;8;14;2014;paysandu_bra;coritiba_bra
fluminense;americarn;2;5;7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;4748;8;14;2014;fluminense_bra;americarn_bra
santos;londrina;2;0;2;5;5;3;0;4;0;14;11;5;5;9;6;18;25;62;38;brazilcopa;4498;8;14;2014;santos_bra;londrina_bra
santacruz;santarita;1;1;2;10;2;2;0;4;0;16;5;10;5;6;0;12;28;63;37;brazilcopa;9750;8;14;2014;santacruz_bra;santarita_bra
vascodagama;abc;1;1;2;2;6;6;1;2;1;12;4;5;3;7;1;18;25;56;44;brazilcarioca;6872;8;26;2014;vascodagama_bra;abc_bra
cruzeiro;santarita;5;0;5;9;1;0;0;1;0;20;3;7;0;13;3;17;8;58;42;southamerica;15048;8;27;2014;cruzeiro_bra;santarita_bra
americarn;atleticopr;3;0;3;5;11;3;0;2;0;9;9;5;4;4;5;21;15;42;58;brazilcopa;12554;8;27;2014;americarn_bra;atleticopr_bra
botafogo;ceara;1;2;3;9;2;1;1;3;0;14;8;9;5;5;3;15;33;55;45;brazilcarioca;8459;8;28;2014;botafogo_bra;ceara_bra
coritiba;flamengo;3;0;3;7;4;1;0;2;0;13;5;7;2;6;3;19;18;52;48;brazilcopa;8675;8;28;2014;coritiba_bra;flamengo_bra
bragantino;corinthians;1;0;1;4;8;2;0;3;1;12;15;3;6;9;9;23;21;42;58;brazilpaulista;28820;8;28;2014;bragantino_bra;corinthians_bra
palmeiras;atleticomineiro;0;1;1;3;5;1;0;5;0;11;10;4;5;7;5;11;11;59;41;southamerica;18396;8;28;2014;palmeiras_bra;atleticomineiro_bra
gremio;santos;0;2;2;19;7;2;0;3;0;17;5;11;3;6;2;10;14;56;44;brazilgaucho;28091;8;28;2014;gremio_bra;santos_bra
abc;vascodagama;2;1;3;1;4;2;1;6;1;6;13;4;6;2;7;19;16;34;66;brazilcopa;28200;9;2;2014;abc_bra;vascodagama_bra
santarita;cruzeiro;1;2;3;3;2;3;0;0;0;4;8;3;3;1;5;16;16;40;60;brazilcopa;1507;9;3;2014;santarita_bra;cruzeiro_bra
atleticopr;americarn;2;0;2;-1;-1;0;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;southamerica;17369;9;3;2014;atleticopr_bra;americarn_bra
ceara;botafogo;3;4;7;1;4;4;0;4;0;13;9;5;4;8;5;23;17;48;52;southamerica;37794;9;4;2014;ceara_bra;botafogo_bra
flamengo;coritiba;3;0;3;2;0;3;0;5;0;9;7;3;3;6;4;21;24;61;39;southamerica;20450;9;4;2014;flamengo_bra;coritiba_bra
corinthians;bragantino;3;1;4;4;10;1;0;4;0;5;14;0;4;5;10;23;15;46;54;brazilcopa;27817;9;4;2014;corinthians_bra;bragantino_bra
atleticomineiro;palmeiras;2;0;2;5;2;3;0;3;1;6;5;4;2;2;3;21;34;59;41;brazilmineiro;19657;9;4;2014;atleticomineiro_bra;palmeiras_bra
cruzeiro;abc;1;0;1;6;6;1;0;4;0;13;4;4;0;9;4;9;26;69;31;southamerica;12522;10;1;2014;cruzeiro_bra;abc_bra
botafogo;santos;2;3;5;8;3;3;0;4;1;16;8;7;5;9;3;14;14;52;48;brazilcarioca;8714;10;1;2014;botafogo_bra;santos_bra
americarn;flamengo;0;1;1;3;3;2;0;1;0;11;11;0;5;11;6;16;17;46;54;brazilcopa;30575;10;2;2014;americarn_bra;flamengo_bra
corinthians;atleticomineiro;2;0;2;7;5;3;0;4;0;9;9;3;3;6;6;15;18;47;53;brazilcopa;27457;10;2;2014;corinthians_bra;atleticomineiro_bra
abc;cruzeiro;3;2;5;7;2;1;0;4;0;11;4;8;0;3;4;18;14;54;46;brazilcopa;17554;10;16;2014;abc_bra;cruzeiro_bra
flamengo;americarn;1;0;1;4;3;3;1;1;1;14;11;5;4;9;7;17;20;56;44;southamerica;42406;10;16;2014;flamengo_bra;americarn_bra
atleticomineiro;corinthians;4;1;5;10;8;1;0;1;1;11;10;7;4;4;6;11;11;60;40;brazilmineiro;32640;10;16;2014;atleticomineiro_bra;corinthians_bra
santos;botafogo;5;0;5;6;2;0;0;2;1;5;9;3;3;2;6;15;13;44;56;brazilcopa;14670;10;17;2014;santos_bra;botafogo_bra
flamengo;atleticomineiro;2;0;2;1;5;4;0;2;0;9;11;6;5;3;6;13;8;44;56;southamerica;45642;10;30;2014;flamengo_bra;atleticomineiro_bra
